id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
tjnl5,8,1,26,9,1,36
unis1,5,1,82,3,1,98
onao4,6,25,96,6,27,54
c41t9,11,1,6,12,1,56
kdez2,11,14,20,11,13,65
zhlii,10,27,71,2,5,85
bahyz,9,15,2,11,30,69
w57hx,3,31,93,5,19,75
rojyo,11,1,99,11,1,54
hvipc,10,14,79,2,23,50
ub16d,3,1,78,1,1,58
vyxjp,5,16,60,12,14,15
bkc3k,3,1,67,12,1,14
ctcbw,11,11,97,11,13,34
roy56,12,1,28,3,1,14
zckhg,1,16,14,1,27,74
aqr83,3,19,35,11,16,58
rcuh7,8,1,54,12,19,31
djd7z,9,9,68,3,5,1
qzx0i,12,25,76,11,4,80
qyh6n,3,3,6,3,17,17
c7lgm,3,1,32,3,1,15
rtzad,11,29,13,11,6,40
xk0kr,3,7,21,8,1,30
w9ghy,7,5,13,10,11,9
a2nhe,5,24,77,11,11,57
g8vnl,3,28,67,3,11,73
gfk2r,2,4,21,7,31,95
l6svz,3,11,59,11,5,62
dgr5t,11,1,20,12,1,82
wjux7,4,20,60,6,24,94
u1dvx,9,1,57,12,30,17
v0bkj,10,22,74,2,19,82
fh2qn,6,24,31,2,20,69
atais,12,1,29,3,1,50
xhpl7,12,11,76,3,1,34
h57nk,3,30,46,3,8,2
rs32s,3,14,94,8,18,62
xutqe,11,17,10,5,8,22
am45v,9,5,52,1,13,55
a98s2,1,1,66,1,1,21
ahqo4,12,17,35,3,25,28
eoln5,11,8,49,11,16,67
bweam,12,1,4,5,1,88
v35fa,4,17,50,10,2,89
pj5pb,11,6,62,11,27,15
zsxdw,11,1,81,12,1,4
u2cb4,3,1,13,12,1,49
zqde4,8,17,18,8,17,87
g49yy,2,24,98,10,10,87
h67aw,3,1,42,12,1,90
w19b2,10,18,23,7,9,70
gty99,5,19,49,11,16,17
bgror,1,29,30,12,30,41
rp46y,5,1,22,12,1,74
uxfml,5,20,1,3,18,59
zevxa,5,1,30,12,1,80
yqsqi,2,1,87,7,7,5
dai96,5,3,1,11,2,34
uzka6,3,29,23,5,24,96
vpt87,1,1,76,1,1,87
st0uo,3,1,88,1,1,51
vib76,3,16,60,11,19,75
vozde,9,18,22,12,2,53
l47vr,5,1,49,11,1,70
bxblk,7,13,78,7,9,21
ls4dp,12,10,66,11,2,41
f134o,1,1,97,1,1,74
c8e3h,12,3,89,12,26,44
dy5yg,12,1,63,11,1,82
s57rk,1,22,41,9,6,15
nx88d,5,6,66,12,4,59
oet5b,3,2,1,7,5,95
tyjk4,6,27,8,10,17,92
okg86,3,15,70,11,19,80
q7vj0,11,12,19,5,6,91
c1mu9,12,6,87,3,21,49
wu3b6,11,11,89,1,3,19
l8fpj,11,13,19,3,7,91
et4gy,11,29,86,11,13,96
ventq,11,27,98,3,15,74
tepmu,2,29,90,6,2,38
blr8q,5,13,72,5,15,86
f0lyq,6,13,35,4,13,37
awg4g,8,1,3,11,1,27
hgyk8,12,2,49,11,12,45
cyh96,3,21,6,12,6,65
skwp8,4,13,78,10,1,99
n8o6y,3,1,20,11,1,13
zdto9,3,1,28,11,1,97
thcfc,12,19,95,12,15,93
pr5rb,12,20,80,5,15,69
n561d,11,16,45,12,8,32
biexl,3,1,30,5,1,80
bb00u,3,1,9,11,1,39
qg6ow,3,9,19,12,24,46
aav6u,9,1,76,5,1,68
bkojx,3,1,94,11,1,98
ft9a8,12,28,53,3,22,64
wkdjq,5,6,41,11,24,59
l0viz,1,1,68,1,1,27
sbk89,5,21,77,3,15,10
klomk,5,27,58,3,28,96
eg2xv,3,4,10,1,4,52
j164d,3,22,11,12,9,48
c1bz7,12,17,42,12,17,50
u7q8h,12,10,87,11,30,42
e7029,12,1,60,12,1,51
j19p8,12,9,73,1,16,99
z3fn4,12,26,17,11,29,95
pwevm,3,3,26,3,22,46
leghm,12,8,90,12,21,25
o6ig6,10,20,36,4,13,73
ur9lg,12,7,4,11,18,77
g4e0f,6,19,58,10,21,74
q4uf5,12,14,62,12,20,84
wk0gp,5,1,3,12,1,17
oj8et,3,30,3,12,9,58
lj2tr,4,12,27,7,27,20
d2xxn,12,10,41,5,30,23
gibuw,3,22,50,3,28,36
yikct,12,9,60,11,6,64
o8xcq,3,30,20,3,1,78
h7fj2,3,30,42,12,8,7
kygae,12,27,62,3,18,83
pulgc,10,29,77,6,24,11
ndmi1,12,1,76,11,1,41
s12zq,12,9,7,5,5,90
gggw9,12,2,86,3,15,46
q034a,12,1,55,12,1,94
l6v58,5,11,46,12,17,49
ye7to,11,1,28,11,1,56
e8wxw,12,9,51,3,24,67
dw0m7,12,7,85,11,25,47
myqtc,11,16,33,11,18,24
ndzn8,11,1,33,3,1,95
rp5za,12,7,93,12,16,26
km52f,1,15,6,8,25,16
xi9q0,11,21,15,3,3,97
mreud,1,12,9,9,7,21
d7k4i,12,1,9,11,16,91
dcad6,4,2,11,4,29,1
zdeh9,8,1,94,9,1,77
d3jpu,5,27,50,1,22,90
yjzjk,11,7,58,11,7,78
h7q71,12,28,18,3,9,5
clcfn,11,4,28,3,4,53
h12ol,3,1,52,11,1,2
pzcog,3,31,89,3,6,33
lyy48,11,26,74,11,8,20
uhios,9,22,49,3,23,75
p0iu7,11,19,35,11,25,43
kc6go,3,31,8,12,31,99
qfbkv,12,31,65,3,15,78
znw0w,11,17,30,12,12,25
kyk3a,9,1,51,8,1,9
d4bw2,3,1,62,11,1,18
k6t3j,3,11,75,11,3,2
vk6t5,7,5,81,10,11,52
fs3gw,11,6,51,12,24,54
yhwlt,12,11,49,5,6,68
p6g00,6,15,80,4,12,24
pls6t,3,16,97,3,22,78
ifyen,12,9,15,3,4,94
x4zyi,3,15,97,12,4,53
aa5i9,3,12,26,12,14,10
hlvzn,12,6,97,2,11,18
k2kq6,9,1,17,5,27,20
mlld3,11,9,35,12,4,15
mcok5,3,2,8,3,2,75
dqpsu,12,13,57,12,5,18
fheg9,3,1,27,11,1,47
cbu0w,12,17,26,3,15,10
o3eoy,3,1,93,5,1,55
jcp2p,4,6,81,4,10,75
o2rdt,5,15,45,4,30,77
po24m,5,26,59,9,17,76
s65rd,3,25,75,11,18,40
oztxy,11,1,43,11,1,56
q18lo,12,1,47,3,1,91
pgyz2,3,13,39,5,21,73
qf3v7,7,6,14,12,20,1
qam84,11,20,78,12,12,15
ix8wq,10,28,55,10,13,44
gjytl,12,22,73,12,18,2
ufjsk,11,26,2,11,20,96
ivbmu,7,19,22,7,19,40
o05ek,1,1,39,1,1,15
fxbtk,8,1,53,11,1,55
ls1gq,12,5,20,3,28,18
n01kh,5,13,70,12,27,13
qpxz0,10,16,82,7,29,63
nk32y,12,17,82,11,2,61
j063e,7,28,6,4,21,28
z1tpq,7,3,3,11,27,5
nf9bt,3,23,9,3,27,86
v7y87,1,3,42,12,8,97
tafdm,1,1,48,1,1,25
oolfe,10,5,63,9,17,66
xsukl,3,1,56,5,1,70
drffa,3,1,88,3,1,58
xmano,12,9,49,1,23,92
wjvfh,3,1,80,11,1,60
n86eh,8,1,76,5,1,51
tujfk,1,28,14,8,16,21
n9fw9,12,26,85,5,5,32
g3zkk,4,23,85,10,23,47
uv9mw,11,31,68,11,22,54
g918m,11,11,57,1,23,41
iyhbq,7,19,95,2,25,21
n2pj9,3,22,40,3,22,69
vofge,12,21,42,5,2,47
j8wau,1,1,7,9,1,52
mpt4o,10,7,78,7,17,8
bknzd,1,1,23,1,1,37
dw29q,9,24,3,12,21,43
bq62r,11,17,57,3,18,7
bn6o7,1,1,99,1,1,79
wput2,1,2,88,12,1,47
v2d4e,9,15,68,4,30,64
v3zvb,3,3,77,12,22,9
b4zui,1,1,87,1,13,66
c1ipm,3,12,53,3,14,16
hp71z,3,1,19,5,1,49
oy102,6,12,63,12,31,63
ib3lg,12,29,17,12,1,6
mg73o,3,1,17,3,1,89
e6u43,9,11,10,5,5,82
ti48s,9,1,10,9,1,36
ilt4o,12,3,51,11,15,98
bbb1x,11,24,5,5,15,37
thylr,3,17,95,3,23,34
xhb6u,3,1,11,12,1,23
a8doq,11,9,44,5,18,98
lb29i,12,1,74,12,1,23
v57oz,2,30,80,7,18,89
sqjki,8,1,68,11,1,24
w9cp5,12,1,82,12,1,13
kscnw,11,1,59,12,1,11
je1xj,6,14,95,7,28,64
s2nnk,3,8,80,12,11,33
dn2a9,3,9,80,11,30,38
g18xc,5,1,61,12,1,10
p1yqv,7,13,61,10,26,36
rm76u,11,23,57,12,15,34
d8qhq,11,13,62,12,18,33
n74ay,3,1,57,5,1,90
j2cu7,5,11,16,3,10,22
nnynf,12,1,64,3,1,50
yoqpj,1,17,26,3,6,20
b8vxu,9,23,98,2,4,88
zm8ob,10,3,16,7,7,63
lqqng,3,1,2,12,1,94
uram2,11,5,24,12,18,34
lz1f7,9,1,59,5,1,51
igv8j,11,31,21,5,31,32
udnav,11,27,76,11,11,60
r1wib,11,15,43,12,8,44
dl6n7,1,1,47,1,1,13
s82ii,3,1,90,9,1,29
temrz,6,31,95,7,3,16
kclmn,4,24,22,4,12,48
yuy7b,1,20,51,9,12,3
qgekb,9,8,9,9,18,26
injsr,5,11,91,11,14,94
ax4dg,2,29,90,6,22,67
rzm6a,11,27,89,7,16,88
fdqsa,12,1,16,12,1,32
trlw3,5,7,48,11,15,58
nu7un,8,25,51,11,11,9
mdkm1,5,18,54,12,25,13
eqzfn,11,12,39,3,25,68
s26nq,3,16,14,3,11,6
ej7d5,9,1,69,9,1,33
ky8fd,9,31,32,8,10,11
vgjin,9,3,63,3,23,41
xj0jk,5,5,44,12,23,70
z4hmm,4,23,39,2,21,26
yqlu3,12,27,74,3,10,86
oq9xk,5,1,7,3,1,23
fjbaz,5,12,46,11,1,41
v1rfp,11,1,15,3,1,15
uumrq,3,23,74,11,31,22
zeebw,11,7,46,12,16,64
q57x7,3,18,62,11,11,18
dn0so,12,2,49,11,14,16
ny7qx,1,1,86,3,1,22
lhsxk,12,27,27,3,20,26
v2142,5,31,9,3,17,75
kwu8k,12,1,86,3,1,89
icopw,3,14,60,3,1,4
cfi6q,1,1,98,1,1,55
vqbb2,10,10,62,6,8,68
twnoq,11,13,66,3,6,93
b25po,6,19,42,10,3,33
lorkk,5,1,83,3,1,26
mq3kp,5,29,55,5,14,81
mjrer,9,13,33,5,25,98
xzywt,1,1,7,1,1,30
dvp7x,7,30,68,6,7,56
hkwlz,7,15,21,7,31,80
emqu9,12,1,99,11,1,20
gtu62,12,1,81,3,1,87
xbqzm,11,1,9,12,1,65
yisgu,3,1,32,12,1,20
bylx1,3,1,44,3,1,44
qkpvx,8,5,63,9,5,69
gwker,9,1,25,5,1,91
fkm2p,11,1,36,9,1,47
h6ygf,3,10,58,3,27,41
fxi7m,3,1,27,12,4,25
mbj4g,3,23,21,11,20,70
zq35f,3,4,88,5,12,72
p2xhq,12,14,6,12,3,1
sef6k,12,24,9,3,20,56
mmdmd,10,27,10,8,23,64
a2m91,4,29,28,4,2,6
c3o8u,2,17,24,10,20,97
gee75,5,13,92,11,3,29
gwlyg,3,3,12,11,30,30
v5mo8,3,20,66,3,18,14
v4wde,11,28,75,11,31,83
wtfj1,10,8,90,4,5,27
ql4zc,12,1,36,12,1,65
obkcb,12,17,15,3,6,25
qre9e,1,1,60,1,1,78
k6pua,11,1,72,3,1,66
r2zso,1,1,58,1,1,81
uso58,11,4,64,11,30,76
tql1b,12,16,30,5,9,64
ptouq,3,12,83,11,22,4
b1qiq,3,23,24,5,5,28
s2mqt,12,24,32,12,29,29
jt59m,7,15,24,2,26,62
txty4,3,29,18,12,17,2
o4o8e,4,23,12,2,15,45
wzpps,3,5,56,3,8,48
iy5k4,3,1,64,5,1,19
y51zn,10,7,18,7,21,81
vjjop,11,16,74,12,3,53
ihli9,10,8,30,4,24,88
msdrs,8,28,35,5,9,93
npnt1,5,1,52,12,1,5
t0v0c,10,15,55,1,31,81
rbyor,12,15,62,11,13,52
w3wud,3,30,20,11,18,13
j8snt,5,14,14,12,31,41
n8few,6,23,75,7,6,71
l364a,3,1,4,3,1,65
xujel,12,1,33,12,1,95
h8th0,2,10,18,4,23,52
p9xpq,11,28,57,11,5,65
dl8jm,12,1,37,12,1,70
wd2p3,11,16,87,5,24,8
jfdpb,3,24,44,3,25,28
iy98m,12,9,95,5,7,2
piyfb,12,23,50,5,23,66
mr14m,4,15,62,4,15,65
wcu2b,3,28,87,5,4,19
npdr3,11,1,4,12,1,66
nttg1,10,16,90,6,21,71
c3fzl,1,1,57,8,10,66
a842v,5,15,84,11,8,58
knyvh,7,17,40,2,20,59
ztu70,12,25,60,12,8,70
x4gwk,5,1,40,1,1,70
qiau8,12,1,3,11,1,90
qw6yd,5,3,98,9,3,2
k032t,12,12,61,3,23,85
es89s,10,1,30,7,31,45
a1hx4,11,29,98,12,26,62
i67ft,12,1,53,12,1,20
iuoa1,1,9,12,9,12,20
e1dn4,11,1,71,12,1,92
gj4bk,9,1,50,1,1,14
a5ata,11,1,17,12,1,47
pg9q2,3,30,88,3,4,97
y5my6,3,23,24,5,13,14
rp6c6,5,1,74,11,1,24
losh3,12,1,35,3,9,15
kjbdf,10,10,33,10,10,9
hwwgd,12,9,90,12,7,7
dibld,11,1,11,3,1,19
phqkr,3,8,95,5,10,90
oh7cp,12,1,35,11,1,20
agsr3,3,8,30,11,14,45
kz3pl,11,31,21,11,6,56
hx0g5,3,10,37,1,15,31
er3cl,12,9,8,11,3,14
sn0i0,9,8,93,9,23,94
n3i9y,3,4,56,11,30,96
qsdsj,6,27,73,6,15,20
sob2e,5,31,76,3,16,46
zsdl8,9,22,77,9,25,4
ugf7c,12,20,45,12,4,32
q81nx,5,7,70,8,30,60
wvwg6,5,1,34,11,1,16
mqxzy,7,21,74,7,31,80
zrquu,5,16,30,6,4,34
t31xm,12,11,75,11,24,84
qrbjp,4,21,48,6,3,24
xvnbg,5,7,16,3,9,79
ngz62,9,1,94,9,1,11
srf6r,11,11,41,3,24,21
h1llu,3,2,67,3,23,90
zzdo7,7,2,92,2,19,12
qvcx3,11,9,52,12,3,48
u4hg1,12,15,5,4,23,13
l5kf2,3,1,6,3,1,19
w16z7,11,29,8,12,29,60
b351p,12,15,48,12,20,50
cdpj8,12,31,28,12,4,75
nm6mr,11,10,47,12,13,90
tzozd,11,19,31,3,24,33
vvngq,3,1,28,3,1,64
le36l,12,24,79,5,22,45
qmk4a,3,7,46,3,21,24
oebw3,12,15,48,12,23,84
yyfo8,12,13,98,11,25,27
r3cf3,12,26,56,12,15,51
kxeiw,3,4,3,12,9,48
z21ci,12,1,29,3,1,87
ctu92,12,24,15,12,16,43
zkgbs,5,28,52,5,18,64
eftw1,1,1,60,1,1,38
htn4x,3,3,33,9,17,49
vx88z,7,22,97,10,21,56
tfauf,12,11,54,12,1,43
z6ojo,10,14,29,10,20,78
tzlep,12,14,17,11,25,21
qr7c2,2,20,50,6,22,10
jkeep,4,6,12,6,2,62
awy1f,11,1,74,1,1,24
dvbp8,3,2,76,12,13,99
hv2b5,12,9,58,5,9,18
bn2ny,3,30,64,11,24,49
nt17s,1,1,15,1,1,12
ubjmd,7,23,98,11,1,5
zrvsh,9,8,59,8,6,7
mn3et,3,7,2,3,24,83
w29sn,11,19,11,12,29,93
zwp2j,3,6,56,11,26,83
wkk2r,11,1,5,11,1,3
m0c14,3,15,92,12,30,64
iedt6,7,10,21,7,10,30
z4o7q,3,14,36,11,16,49
gx8g0,12,29,45,3,4,78
kpkol,5,2,8,3,7,34
bvfvw,11,28,43,11,8,44
u2xy6,8,21,89,11,14,91
qvk1c,1,2,92,2,5,93
coh38,5,1,27,12,1,4
fl98m,2,27,13,4,10,85
ohr54,3,27,46,12,23,62
o0rp8,4,15,59,6,20,8
ut430,12,29,50,12,7,28
g5wph,1,28,75,1,2,54
ycg95,11,2,42,3,10,38
lridi,7,11,85,7,11,76
vi40b,11,1,45,11,1,95
gazew,3,1,85,12,1,54
aqbxg,6,25,84,10,20,95
bik7i,12,27,92,3,16,14
jjg64,5,16,59,11,28,12
y87sg,3,1,36,12,1,76
bpu2p,7,18,37,3,20,41
jbnu8,11,9,41,8,15,78
cvbt9,3,21,47,1,24,59
yolau,12,6,98,10,8,96
rk7jx,6,13,73,10,2,74
tx1nd,3,19,4,3,22,4
sgukl,3,1,79,3,1,16
rdpui,9,12,48,12,31,34
u0wnt,12,17,77,12,3,2
a2el0,6,25,54,8,7,73
wzkwv,4,18,27,7,25,64
tu5io,3,6,48,3,11,93
tpxz5,5,8,53,12,27,25
kfwg9,12,1,48,8,25,83
uac6n,11,12,96,11,24,75
jmzer,10,29,64,6,10,91
bljhm,10,17,15,4,2,21
xr0g2,12,1,86,3,1,53
ggwn5,12,22,30,3,9,88
cysc3,8,5,84,3,4,46
q9dt9,3,25,33,12,11,44
gw526,10,21,53,10,1,34
wk5f4,11,1,14,11,1,98
ludz6,12,19,84,5,12,7
a5g45,3,15,61,1,18,93
y8u6k,11,30,71,11,8,32
nslmj,10,26,35,2,14,83
gx030,4,6,16,10,1,94
repwp,12,11,73,1,22,11
nghto,2,16,28,6,4,57
azxjw,9,21,95,8,9,52
tue30,12,20,33,3,17,70
k59k3,12,11,92,3,9,57
s8ax3,12,2,96,11,19,99
xeble,10,28,70,10,28,63
pgiir,11,1,2,3,1,57
r74d3,11,11,77,12,26,4
g1nor,9,1,15,12,1,93
g6gs8,1,1,6,1,1,28
kyj3h,11,8,6,12,22,15
wi91h,11,14,20,2,18,33
n2gk9,2,1,65,6,18,82
jnc9b,12,23,95,3,16,18
u9qjk,3,27,11,11,26,77
we580,3,28,82,9,26,79
xitza,1,1,9,1,1,45
hwj06,11,4,48,5,25,77
smioa,5,23,41,12,6,26
pjia1,5,16,93,3,21,48
lq4kk,11,1,15,5,1,5
kpi14,6,2,91,8,3,94
cyh1n,11,16,76,12,18,20
h9nvo,3,21,26,11,12,97
o5c94,3,8,28,3,2,88
xbhln,3,26,46,12,10,26
wvwg2,11,4,10,11,18,82
eav0n,11,1,14,11,1,1
roafr,2,6,76,5,12,10
ceu6m,11,1,32,12,1,3
rzw02,2,2,44,10,31,36
izb23,12,19,72,11,9,56
lov3l,8,26,34,1,6,9
sgylz,9,29,42,3,14,70
lo1go,3,8,12,3,7,18
utu4r,3,31,26,12,25,93
n9n3e,12,27,92,5,26,22
zr77e,3,1,84,12,1,16
qlxbo,9,25,94,9,17,23
h73rq,10,23,11,2,19,16
umgyf,11,5,5,3,3,95
k0o2t,11,1,42,11,1,55
n8w74,11,6,72,12,19,1
d0nc2,11,1,91,11,1,11
dvic5,1,13,67,9,25,40
otd52,4,6,85,4,6,1
eqjhx,1,29,62,3,4,88
zitau,5,12,10,12,2,57
wn9yv,9,1,71,9,1,63
sqh0o,6,15,48,1,31,65
tfdum,11,1,60,3,1,41
pbk9x,5,29,34,5,22,8
be69k,12,25,80,11,2,38
kr4r5,12,1,33,12,1,62
mtw3z,11,1,19,12,29,55
xb2cn,7,26,14,11,22,20
fa9wn,11,1,31,12,1,63
m4di0,12,2,4,11,20,48
i7mya,10,3,27,4,24,68
digrn,5,1,18,12,1,5
cdhde,1,23,42,3,14,50
jxfcw,11,24,9,3,1,14
c0en2,11,16,50,12,12,70
bf4v0,3,20,72,3,11,26
j4iiu,7,27,57,10,17,19
f2cv7,7,8,8,7,11,25
owafh,11,1,64,1,1,3
anc29,3,21,35,12,23,44
hnbxa,11,5,1,11,3,44
lmdw5,1,20,37,9,11,65
znos8,12,1,54,12,1,88
qy8l0,8,31,48,3,26,64
w7gp8,11,22,39,12,5,81
ispwq,11,6,54,2,5,16
lrwgz,3,22,14,5,11,62
k3818,11,1,56,12,1,30
xsozf,9,1,75,1,1,93
yp6ae,9,29,41,11,25,4
zxt1f,9,7,10,9,8,96
tpm8t,4,17,54,6,29,25
nezw9,11,8,41,3,15,23
oo7ls,3,12,15,5,12,70
zllut,12,12,74,3,28,89
h6nvq,12,12,92,11,22,10
j56ks,1,1,62,1,1,43
xnb5y,11,1,27,3,1,97
k7kmh,12,6,40,3,11,41
gm14f,3,3,31,6,9,31
obvf3,11,1,50,3,1,14
idklr,6,27,74,10,15,54
x4ukx,12,22,82,11,26,95
xs885,5,28,77,4,20,78
hghgt,3,1,99,11,1,85
n3f8c,11,30,7,12,19,7
zsn6l,3,23,72,11,8,91
tgubx,10,19,2,2,21,26
ffnv5,5,1,45,3,27,46
py43z,11,17,17,12,16,66
qmm5i,3,1,82,5,1,37
q5e3j,12,15,5,5,4,59
a087p,10,2,12,7,24,10
hfovq,12,1,41,12,1,38
w1xb7,5,31,83,12,29,97
gjei3,5,18,51,12,9,19
h2qsj,3,1,47,3,1,31
i9tet,7,28,14,11,21,1
ecehd,11,28,12,5,16,20
e4ws0,3,4,69,12,29,33
jwwum,1,1,17,1,1,79
wau26,5,6,68,12,27,23
ai7bi,6,4,31,8,22,43
h4drx,11,14,43,5,26,3
bbgn2,12,17,75,6,28,8
o1kof,11,3,3,3,26,42
gq3dh,1,1,73,1,1,96
uka63,11,8,39,3,15,71
pldsp,1,1,37,3,1,4
ufo7f,12,20,95,3,5,9
q5bqd,7,17,57,6,14,47
lypv8,7,12,7,4,14,78
w50mz,11,11,47,5,4,60
mtyy1,11,6,99,11,2,36
y0tg9,12,12,52,5,31,18
zcviw,12,27,57,5,6,18
pqa71,3,3,68,9,6,4
rmmu1,5,31,27,5,29,46
g94ca,11,1,79,12,22,49
vgnb6,5,12,58,3,16,97
rxe40,3,25,11,12,8,71
xllzs,12,18,35,12,26,19
g867w,3,1,29,12,1,13
u1p1z,3,4,40,9,16,34
msi8a,12,28,73,12,15,78
eewn5,1,24,26,3,17,62
ebzis,12,1,9,3,1,46
opfpd,11,20,71,11,28,59
i4kd8,1,1,65,1,1,69
cwqr2,12,7,5,11,30,4
loayr,5,1,61,11,1,75
qein8,1,20,92,9,4,77
i3hhb,12,1,99,11,1,74
yhfsc,7,29,35,9,8,46
utly9,12,1,45,3,1,87
n87uu,3,1,60,11,1,29
yv3jo,3,21,75,12,6,16
lm6hh,3,2,57,11,3,97
dnoze,9,6,35,3,12,44
ah7xm,3,4,67,12,8,76
y9ixh,11,1,28,12,1,12
yyrfs,10,5,64,1,24,47
tqy63,1,1,91,1,1,15
clztr,12,1,82,5,1,13
hhtm9,12,12,36,3,6,71
bqqcl,12,19,16,3,10,89
b9x0y,12,11,34,3,12,87
gr7lm,7,1,83,7,19,10
o0snw,5,1,89,9,1,96
b3zpb,2,14,25,7,4,38
z260g,11,26,30,11,18,93
l5i5y,12,15,18,1,31,35
gshpe,3,17,44,3,21,9
nz83x,12,31,41,10,29,48
u989c,1,1,4,1,1,24
i9bok,3,12,13,12,16,38
b4b8p,11,26,46,11,19,33
bc8bm,9,19,50,5,8,30
wj0ix,12,13,30,3,4,16
cdbci,11,27,5,3,11,35
qrwwd,10,16,34,7,10,50
jnqoy,12,20,95,11,7,30
urmhl,3,14,21,11,18,18
b30pp,8,22,55,1,8,82
xkt5h,1,1,76,1,1,55
sv2cv,5,16,30,3,23,8
lv9n1,5,1,88,3,1,52
fcvjw,11,1,13,3,1,56
zvl4q,5,27,1,11,29,82
hjyts,6,4,97,7,24,42
me8nt,8,30,61,12,17,51
kfaze,3,29,73,12,11,91
fybl6,8,31,16,3,12,96
ktle4,12,24,9,5,24,22
duq27,3,4,91,3,5,32
ayrw4,12,2,7,12,22,71
hkysj,7,3,40,7,3,14
ciugj,3,1,55,11,1,13
knhll,11,1,24,5,1,54
wbkxr,3,1,4,5,1,17
enwh8,11,12,75,11,3,23
acq21,4,29,23,4,22,27
cqr5p,3,21,90,11,1,70
nbob5,9,1,75,9,1,13
hhfwk,11,1,82,12,1,94
m0zsk,11,22,97,12,3,45
aka5h,12,6,82,12,24,87
iqbsk,8,20,20,9,15,76
ksl18,3,26,3,12,28,57
lx3qe,1,1,67,1,1,17
omeb9,11,3,79,11,17,8
urypw,3,1,77,3,1,31
mkvtf,12,1,85,11,1,85
vtjup,12,18,6,12,21,3
nlqc8,3,4,93,3,5,70
gubfa,3,31,45,11,9,94
fj605,1,1,68,1,1,52
irknl,3,1,73,3,5,10
p5v3h,11,10,60,3,31,75
g65vj,12,1,77,3,1,9
xvcgt,4,19,88,4,24,88
m80i8,7,28,49,4,16,69
wrw3d,12,6,74,5,6,46
rhxpd,1,8,22,12,16,51
ifgrk,6,8,72,8,11,98
f6bpn,1,14,23,8,16,49
te11b,11,26,4,11,22,26
itrbi,1,1,79,1,1,39
gnuqr,9,30,78,9,20,67
y0fc4,7,18,46,10,14,51
misc9,12,8,32,5,22,5
bz98j,4,18,40,6,14,27
mo5sz,3,18,36,12,27,24
lqpo3,7,15,42,6,18,94
wrpsr,3,19,89,5,14,29
shnw4,12,27,98,12,11,3
eo69f,12,1,32,11,1,97
dhvje,3,7,78,9,23,16
p25ih,6,14,75,7,26,41
b3ba0,11,25,15,5,2,4
igxoo,3,22,97,5,4,91
d8wj1,5,6,44,11,5,84
afgok,1,1,65,1,1,17
x9row,9,1,84,9,1,49
cqwor,3,29,96,11,21,13
a6xda,11,4,90,12,26,37
yqltu,11,10,22,12,9,36
e5ly7,2,26,50,6,16,91
vh88n,12,1,26,5,1,93
a2ibi,11,3,49,11,12,56
depj8,3,3,48,3,1,19
csikl,11,24,57,3,13,25
sduau,3,17,30,5,4,79
qzxa0,12,5,15,1,16,35
mr2pr,12,8,72,12,30,50
gpcqy,12,31,77,12,2,3
c3vnh,9,25,91,5,1,89
o24k0,11,1,59,8,1,67
f4pu8,5,1,43,12,29,67
pwy67,12,24,56,2,19,57
r20hz,5,19,31,11,31,28
wnh9p,3,1,66,3,1,53
mxww3,12,31,22,5,11,97
a365c,12,4,85,3,3,2
hoz4j,10,12,36,4,7,14
w3zsl,6,13,76,4,2,3
nvuks,3,1,85,1,1,21
qu5gx,11,31,14,12,11,35
lci4w,12,14,39,12,9,30
eix8n,11,27,44,3,19,19
x0jn6,3,1,66,12,1,34
uefbf,3,17,2,3,26,93
z2vel,4,15,8,4,6,50
w2szj,5,8,18,1,23,52
h7n8o,11,1,7,11,1,90
g0uwc,6,2,92,10,20,50
g2pjy,12,29,54,11,17,13
x1z7j,11,1,53,11,1,8
ogtmn,1,25,75,10,9,76
lxbpp,7,2,75,4,8,96
zay38,10,26,57,7,13,24
p8eip,12,9,72,9,12,51
xv7jq,11,26,87,5,26,80
zy6zy,12,11,42,3,3,99
c9551,12,1,60,12,1,56
jlc21,3,6,16,12,22,93
twe80,12,1,5,11,1,42
vxpby,12,28,25,12,13,53
dncce,12,1,56,11,1,29
ijden,5,24,22,3,11,86
obgoa,12,16,59,3,20,63
uh5o1,7,20,8,10,21,74
cque0,7,20,45,6,5,57
pjkjz,5,1,99,12,1,42
hxsmd,12,1,51,3,1,14
f3xu9,8,4,72,8,4,0
ndj6a,11,24,50,12,16,60
kl1uk,12,20,74,3,25,22
qmoja,11,28,19,12,21,31
iwczz,5,1,78,11,1,73
v887v,11,6,57,5,4,26
cd46h,12,31,28,12,12,45
wnclm,12,9,76,3,2,79
a5hfw,11,16,90,3,11,52
tz82i,12,2,34,12,5,52
jy63t,12,29,18,5,30,65
jkdmt,12,31,62,11,23,89
a8qz0,7,25,82,7,6,59
sq05x,3,23,1,12,23,50
ezy9v,3,11,62,9,31,95
reik7,11,13,68,3,30,96
sahzv,2,16,24,2,12,40
va1bd,1,1,42,1,1,86
s3qtb,3,25,24,3,8,20
hfimw,5,13,70,10,24,75
tn6hk,12,30,14,1,25,26
vd4vs,1,1,56,9,1,63
i31o3,1,12,57,9,1,60
djwpp,9,8,6,3,13,1
xwv7y,12,2,63,11,21,18
do58t,3,1,28,9,1,56
pj5xn,12,13,56,5,22,63
go1xv,12,25,65,3,22,44
d2cms,10,10,71,2,27,36
uj1jy,1,1,71,5,6,83
