id,action_sequence,first_action_rb,ai_assistance
aptxp,992-105-108-105-17980-1045-735-1243-105-4037-105-21040-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
aq2y0,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-115-1243-104-13853-102-642-1433-709-1076-621-112-1243-4507-694-867-1072-4306-104-609-1433-709-25824-613-112-1243-4507-102-603-822-604-603-1433-610-867-1072-4306-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-115-1243,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
aq9fb,1076-658-3316-10686-10909-704-105-867-105-905-822-760-1593-8615-105-1265-105-2640,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
aqgmp,929-105-4425-105-910-735-867-105-1012-105-20022-1059,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
aqi6z,1076-658-3316-760-1593-8615-105-1195-105-4385-822-12516-1143-105-989-105-2953,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
aqiuw,929-105-867-105-15342-1027-735-109-105-976-105-15881-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
arjys,4347-105-906-105-20022-1027-103-929-105-992-105-17980-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
arr1l,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-1195-4486-104-13853-102-642-1433-709-1076-621-111-1012-1455-694-108-905-2088-104-609-1433-709-25824-613-111-1012-1455-102-603-822-604-603-1433-610-108-905-2088-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-1195-4486,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
arxks,111-105-4491-105-15881-1071-735-4347-105-1159-105-20278-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
as0lg,1076-658-3316-12516-5451-105-1126-105-2224-822-12516-5451-4521-2669-105-1195-105-4581,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
as5by,1353-105-108-105-21040-977-735-1042-105-4037-105-15342-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
aseme,609-1433-21169-610-1128-621-685-2207-8615-867-867-606-107-867-4966-104-630-1192-604-13308-102-695-709-4194-15491-995-1052-606-603-1009-15638-104,['867'],G=G023|TAG=RB4|P=HIGH|COUNT=35|REP=hhqge|A=867|ABA=0|Buniq=0
asfx0,1012-105-108-105-17980-995-735-1455-105-113-105-17980-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
asktr,685-1464-1012-102-21355-1068-24438-697-1068-5289-10477-697-1072-102-21040-995,['1068'],G=G002|TAG=RB4|P=HIGH|COUNT=20|REP=zlj0d|A=1068|ABA=0|Buniq=0
asq7n,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-112-929-4599-104-13853-102-642-1433-709-1076-621-112-107-4966-694-108-1042-4073-104-609-1433-709-25824-613-112-107-4966-102-603-822-604-603-1433-610-108-1042-4073-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-112-929-4599,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ateny,4347-105-867-105-21606-977-735-867-105-1042-105-21355-1059,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
atp7p,685-2207-8615-105-1072-105-4507-694-685-2207-8615-105-4275-105-4425,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
au12c,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-1072-979-104-13853-102-642-1433-709-1076-621-113-989-4556-694-108-905-4615-104-609-1433-709-25824-613-113-989-4556-102-603-822-604-603-1433-610-108-905-4615-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-1072-979,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
au8yy,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-992-1126-104-13853-102-642-1433-709-1076-621-775-4491-1469-694-113-1244-4103-104-609-1433-709-25824-613-775-4491-1469-102-603-822-604-603-1433-610-113-1244-4103-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4037-992-1126,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
audke,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-1265-989-104-13853-102-642-1433-709-1076-621-4507-115-4129-694-110-992-4385-104-609-1433-709-25824-613-4507-115-4129-102-603-822-604-603-1433-610-110-992-4385-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-1265-989,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
aukra,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-1243-4275-104-13853-102-642-1433-709-1076-621-4425-1195-3387-694-109-1042-4046-104-609-1433-709-25824-613-4425-1195-3387-102-603-822-604-603-1433-610-109-1042-4046-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-1243-4275,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
auqr2,685-2207-8615-105-979-105-1117-103-760-1165-105-1455-105-20278-1059,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avcsh,1076-658-3316-10686-10909-704-105-112-105-4275-822-10686-10909-704-105-1159-105-2578,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avh0g,10477-697-105-907-105-4691-694-7943-105-4129-105-4581,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avphj,1076-658-3316-12516-5451-105-775-105-2039-822-10477-697-105-1353-105-4691,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avql6,929-105-114-105-15881-1045-735-109-105-113-105-15881-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avrfm,1076-658-3316-760-1165-105-4347-105-4599-822-836-105-4507-105-1243,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avute,929-105-1195-105-15342-1068-735-929-105-1012-105-21040-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
avvhk,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-1072-976-104-13853-102-642-1433-709-1076-621-929-113-1243-694-109-115-4046-104-609-1433-709-25824-613-929-113-1243-102-603-822-604-603-1433-610-109-115-4046-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-1072-976,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
avvsl,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-979-4429-104-13853-102-642-1433-709-1076-621-4275-992-4073-694-107-1072-4766-104-609-1433-709-25824-613-4275-992-4073-102-603-822-604-603-1433-610-107-1072-4766-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-979-4429,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
avy7s,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-1244-775-104-13853-102-642-1433-709-1076-621-929-1265-4046-694-775-111-3246-104-609-1433-709-25824-613-929-1265-4046-102-603-822-604-603-1433-610-775-111-3246-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4037-1244-775,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
aw346,1076-658-3316-836-105-4004-105-4103-822-760-1593-8615-105-992-105-4966,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ax8m7,609-1433-21169-610-1128-621-164-8038-867-4073-606-867-867-4942-104-630-1192-604-13308-102-695-709-4194-22803-1052-606-603-1009-15638-104,['867'],G=G023|TAG=RB4|P=HIGH|COUNT=35|REP=hhqge|A=867|ABA=0|Buniq=0
axa02,685-1464-105-4037-105-15342-1071-103-685-1464-105-992-105-21040-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
axbti,609-1433-709-15581-607-1489-2224-995-604-2224-102-878-4691-1045-1777-604-2305-104,['2224'],G=G119|TAG=RB4|P=HIGH|COUNT=2|REP=gpaur|A=2224|ABA=0|Buniq=0
axfaw,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-110-989-4966-104-13853-102-642-1433-709-1076-621-113-775-3231-694-775-109-3835-104-609-2026-1338-613-775-109-3835-102-3687-603-6946-695-709-731-13460-6641-1013-611-775-164-4154-683-102-3231-605-603-603-1433-2646-613-110-989-4966,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
axuja,1076-658-3316-12516-5451-4521-2669-105-867-105-1127-822-760-1593-8615-105-929-105-4103,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ay09l,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4491-867-3835-104-13853-102-642-1433-709-1076-621-4425-867-4073-694-109-110-1244-104-609-1433-709-25824-613-4425-867-4073-102-603-822-604-603-1433-610-109-110-1244-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4491-867-3835,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ayacg,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-867-1243-104-13853-102-642-1433-709-1076-621-109-111-4507-694-115-1127-114-104-609-1433-709-25824-613-109-111-4507-102-603-822-604-603-1433-610-115-1127-114-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-867-1243,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ayaxv,1076-658-3316-164-889-105-108-105-3835-822-10477-697-105-1042-105-4037,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ayhwf,685-2207-8615-105-929-105-2736-694-685-1464-105-905-105-1244,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
aymqh,10477-697-105-905-105-21355-1045-103-7943-105-111-105-15881-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ayp83,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-108-115-2581-104-13853-102-642-1433-709-1076-621-115-775-4391-694-112-112-867-104-609-1433-709-25824-613-115-775-4391-102-603-822-604-603-1433-610-112-112-867-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-108-115-2581,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ayx77,23070-681-606-1338-607-603-1743-604-775-102-2032-102-603-7179-709-6532-606-603-822-604-4275-102-4275-104,"['102', '4275']",G=G035|TAG=ANCHOR_LOOP|P=HIGH|COUNT=42|REP=fm4h7|A=102|ABA=2|Buniq=2
aza0u,867-105-4004-105-21355-1045-735-929-105-4507-105-21040-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
azbhl,10477-697-105-1353-105-905-694-7943-105-114-105-4306,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
azbn5,685-2207-8615-105-4425-105-20022-1071-103-10477-697-105-4507-105-20022-1059,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
azcvx,1076-658-3316-10477-697-105-907-105-2664-822-10686-10909-704-105-1353-105-4766,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
azdv6,1076-658-3316-836-105-107-105-4073-822-164-17762-2613-105-108-105-1265,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
azoz2,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-905-2640-104-13853-102-642-1433-709-1076-621-867-1159-4350-694-115-775-4692-104-609-1433-709-25824-613-867-1159-4350-102-603-822-604-603-1433-610-115-775-4692-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-905-2640,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
azph5,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-4187-1127-104-13853-102-642-1433-709-1076-621-929-775-3362-694-775-1159-907-104-609-1433-709-25824-613-929-775-3362-102-603-822-604-603-1433-610-775-1159-907-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-4187-1127,"['603', '775']",G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
azw2f,867-105-114-105-946-103-109-105-1127-105-20022-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b00xl,760-1165-105-115-105-2640-694-685-1464-105-4037-105-4347,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b0cwp,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-115-4692-104-13853-102-642-1433-709-1076-621-775-1042-4429-694-867-905-3065-104-609-1433-709-25824-613-775-1042-4429-102-603-822-604-603-1433-610-867-905-3065-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-115-4692,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b0kz4,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-110-2736-104-13853-102-642-1433-709-1076-621-4037-906-3835-694-867-111-3246-104-609-1433-709-25824-613-4037-906-3835-102-603-822-604-603-1433-610-867-111-3246-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-110-2736,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b0q4d,976-105-775-105-15342-1080-735-905-105-775-105-17980-1059,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b0t6i,929-105-1126-105-15342-977-103-867-105-1265-105-21355-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b0vd7,609-1433-21169-610-1128-621-164-4154-775-4966-606-775-1243-3493-104-630-1192-604-13308-102-695-709-4194-11743-1027-1052-606-603-1009-15638-104,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
b0y14,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-929-2125-104-13853-102-642-1433-709-1076-621-115-4347-906-694-110-906-906-104-609-1433-709-25824-613-115-4347-906-102-603-822-604-603-1433-610-110-906-906-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-929-2125,"['603', '906']",G=G046|TAG=RB4|P=HIGH|COUNT=7|REP=fu6yb|A=906|ABA=0|Buniq=0
b10r8,1076-658-3316-10686-10909-704-105-115-105-4073-822-7943-105-110-105-2224,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b18fx,10477-697-105-1126-105-4603-694-760-1593-8615-105-1455-105-992,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b1la7,609-5020-709-822-613-1489-9084-604-4103-102-670-4103-1059-1777-604-1419,['4103'],G=G076|TAG=RB4|P=HIGH|COUNT=1|REP=b1la7|A=4103|ABA=0|Buniq=0
b236i,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-1127-3115-104-13853-102-642-1433-709-1076-621-867-4187-1353-694-110-907-2824-104-609-1433-709-25824-613-867-4187-1353-102-603-822-604-603-1433-610-110-907-2824-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-1127-3115,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b2s9i,1076-658-3316-7943-105-1012-105-4385-822-760-1593-8615-105-108-105-2664,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b2tc6,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-992-1244-104-13853-102-642-1433-709-1076-621-775-4037-1455-694-114-1042-2664-104-609-1433-709-25824-613-775-4037-1455-102-603-822-604-603-1433-610-114-1042-2664-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-992-1244,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b2voq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4187-929-4073-104-13853-102-642-1433-709-1076-621-115-112-1126-694-929-992-4787-104-609-1433-709-25824-613-115-112-1126-102-603-822-604-603-1433-610-929-992-4787-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4187-929-4073,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b386n,1076-658-3316-7943-105-1072-105-979-822-685-2207-8615-105-775-105-907,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b3boe,603-659-14548-610-883-611-4391-701-605-4391-1777-104-13599-674-613-929-110-4491,['4391'],G=G204|TAG=RB4|P=HIGH|COUNT=2|REP=b3boe|A=4391|ABA=0|Buniq=0
b3cd9,867-105-1012-105-21040-1027-735-111-105-1042-105-1081,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b3oym,685-2207-8615-105-4507-105-3362-694-685-2207-8615-105-992-105-1126,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b42sk,1076-658-3316-164-17762-2613-105-976-105-3562-822-10477-697-105-867-105-4089,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b43sr,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-109-907-4350-104-13853-102-642-1433-709-1076-621-4491-4275-4706-694-775-867-4103-104-609-1433-709-25824-613-4491-4275-4706-102-603-822-604-603-1433-610-775-867-4103-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-109-907-4350,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b470l,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-1042-4507-104-13853-102-642-1433-709-1076-621-109-1042-1244-694-114-108-2032-104-609-1433-709-25824-613-109-1042-1244-102-603-822-604-603-1433-610-114-108-2032-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-1042-4507,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b4gnw,867-105-4491-105-21606-1027-735-929-105-1353-105-17980-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b4i61,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-1265-1127-104-13853-102-642-1433-709-1076-621-4425-4129-3114-694-115-992-3231-104-609-1433-709-25824-613-4425-4129-3114-102-603-822-604-603-1433-610-115-992-3231-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-1265-1127,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b4q01,1076-658-3316-12516-1143-105-110-105-1072-822-164-17762-2613-105-1126-105-4187,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b4qz3,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-108-4275-4391-104-13853-102-642-1433-709-1076-621-114-1012-4037-694-109-1243-2736-104-609-1433-709-25824-613-114-1012-4037-102-603-822-604-603-1433-610-109-1243-2736-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-108-4275-4391,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b4to3,7955-621-775-164-8038-775-102-603-1433-709-1076-735-110-107-2913-104-909-751-7362-12467-4394-8561-4607-12368-102-603-5026-1736-709-629-2425-618-22148-1068-1052-104,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
b6jhk,3542-709-1338-621-4425-4275-867-606-108-867-2578-102-607-1192-603-1433-760-9044-618-751-2475-102-603-3752-7508-4498-1736-604-603-1433-709-6532-618-13731-995-1052,['867'],G=G023|TAG=RB4|P=HIGH|COUNT=35|REP=hhqge|A=867|ABA=0|Buniq=0
b6khr,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-1244-3231-104-13853-102-642-1433-709-1076-621-4004-929-2088-694-108-111-1455-104-609-1433-709-25824-613-4004-929-2088-102-603-822-604-603-1433-610-108-111-1455-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-1244-3231,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b6pk0,1076-658-3316-10477-697-105-989-105-907-822-836-105-907-105-4359,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b6z1u,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-112-992-104-13853-102-642-1433-709-1076-621-4507-992-2602-694-775-113-4942-104-609-1433-709-25824-613-4507-992-2602-102-603-822-604-603-1433-610-775-113-4942-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-112-992,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b71jb,929-105-979-105-21606-977-103-929-105-4347-105-21040-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b742s,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-905-1126-104-13853-102-642-1433-709-1076-621-108-1243-2224-694-775-1127-1469-104-609-1433-709-25824-613-108-1243-2224-102-603-822-604-603-1433-610-775-1127-1469-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-905-1126,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b74oc,1012-105-4004-105-20278-1071-735-1265-105-775-105-1117,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b75tu,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-115-1072-4556-104-13853-102-642-1433-709-1076-621-113-4129-4391-694-110-109-1353-104-609-1433-709-25824-613-113-4129-4391-102-603-822-604-603-1433-610-110-109-1353-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-115-1072-4556,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b7ecs,749-604-1552-102-1243-164-858-975-682-3835-102-603-1465-908-3835-1308-605-3835-701-671-102-605-709-1835-607-13118-975-1052-104,['3835'],G=G086|TAG=RB4|P=HIGH|COUNT=3|REP=b7ecs|A=3835|ABA=0|Buniq=0
b7imb,929-105-1126-105-10795-103-867-105-1455-105-21040-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b7pkq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-107-4491-4429-104-13853-102-642-1433-709-1076-621-4347-115-4089-694-113-1072-2088-104-609-1433-709-25824-613-4347-115-4089-102-603-822-604-603-1433-610-113-1072-2088-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-107-4491-4429,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b7tcj,929-105-109-105-15342-1068-103-929-105-1455-105-20278-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b868t,1076-658-3316-760-1593-8615-105-4037-105-4425-822-164-889-105-989-105-2736,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
b8lwj,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-110-1265-4275-104-13853-102-642-1433-709-1076-621-929-4491-3114-694-114-112-976-104-609-1433-709-25824-613-929-4491-3114-102-603-822-604-603-1433-610-114-112-976-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-110-1265-4275,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
b8rlc,836-105-989-105-15881-977-103-7943-105-906-105-15881-995,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
